#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types
2209230	25898	817	117406	107267	-	-	RCHY1	CAMK2D	ARNIP|CHIMP|PIRH2|PRO1996|RNF199|ZCHY|ZNF363	CAMKD	Affinity Capture-Western	physical	Ma-Lauer Y (2016)	PUBMED:27519799	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96PM5	-	NP_056251|NP_001265468|NP_001265467|NP_001265466|NP_001265465|NP_001009922	Q13557	E9PF82|A0A024RDK3|D6R938	NP_001308519|NP_001308518|NP_001308511|NP_001308510|NP_001308513|NP_001308512|NP_001308515|NP_001308514|NP_001308517|NP_001308516|NP_001308498|NP_001308499|NP_001308495|NP_001308496|NP_001308497|NP_742113|NP_742112|NP_001212|NP_001308508|NP_001308509|NP_001308506|NP_001308507|NP_001308504|NP_001308505|NP_001308502|NP_001308503|NP_001308500|NP_001308501|NP_001308520|NP_742125|NP_742126|NP_742127	-	-	-	-	-	-
2652575	43740569	3162	4383868	109405	GU280_gp03	CTA-286B10.6	ORF3a	HMOX1	SARS-CoV2 ORF3a|SARS-CoV-2 ORF3a|AP3A_WCPV	HMOX1D|HO-1|HSP32|bK286B10	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.993596312	-	Average Spectral Counts: 12.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.993596312|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC3	-	YP_009724391	P09601	Q6FH11	NP_002124	-	-	-	-	-	-
2652576	43740569	286827	4383868	130421	GU280_gp03	-	ORF3a	TRIM59	SARS-CoV2 ORF3a|SARS-CoV-2 ORF3a|AP3A_WCPV	MRF1|RNF104|TRIM57|TSBF1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.979280399	-	Average Spectral Counts: 3.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.979280399|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC3	-	YP_009724391	Q8IWR1	-	NP_775107	-	-	-	-	-	-
2652577	43740569	151188	4383868	127351	GU280_gp03	-	ORF3a	ARL6IP6	SARS-CoV2 ORF3a|SARS-CoV-2 ORF3a|AP3A_WCPV	AIP-6|PFAAP1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.865135022	-	Average Spectral Counts: 4.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.865135022|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC3	-	YP_009724391	Q8N6S5	B3KMZ5	NP_689735	-	-	-	-	-	-
2652578	43740569	23339	4383868	116925	GU280_gp03	-	ORF3a	VPS39	SARS-CoV2 ORF3a|SARS-CoV-2 ORF3a|AP3A_WCPV	TLP|VAM6|hVam6p	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.878755935	-	Average Spectral Counts: 13.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.878755935|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC3	-	YP_009724391	Q96JC1	A0A024R9L9	NP_056104|NP_001288067	-	-	-	-	-	-
2652579	43740569	23155	4383868	116769	GU280_gp03	RP11-475E11.6	ORF3a	CLCC1	SARS-CoV2 ORF3a|SARS-CoV-2 ORF3a|AP3A_WCPV	MCLC	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.920620901	-	Average Spectral Counts: 20.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.920620901|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC3	-	YP_009724391	Q96S66	A0A024R0G0|A0A024R095	NP_001041675|NP_001265131|NP_055942|NP_001265132	-	-	-	-	-	-
2652580	43740569	55823	4383868	120930	GU280_gp03	PP3476	ORF3a	VPS11	SARS-CoV2 ORF3a|SARS-CoV-2 ORF3a|AP3A_WCPV	END1|PEP5|RNF108|hVPS11	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.967855711	-	Average Spectral Counts: 4.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.967855711|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC3	-	YP_009724391	Q9H270	B7Z879|A0A087WXL6	NP_001277114|NP_068375	-	-	-	-	-	-
2652581	43740569	25777	4383868	117312	GU280_gp03	RP3-508I15.15-002	ORF3a	SUN2	SARS-CoV2 ORF3a|SARS-CoV-2 ORF3a|AP3A_WCPV	UNC84B	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.880019941	-	Average Spectral Counts: 11|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.880019941|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC3	-	YP_009724391	Q9UH99	B4E2A6|A0A024R1P7	NP_001186508|NP_001186509|NP_056189	-	-	-	-	-	-
2652582	43740569	29880	4383868	118935	GU280_gp03	HSPC149	ORF3a	ALG5	SARS-CoV2 ORF3a|SARS-CoV-2 ORF3a|AP3A_WCPV	bA421P11.2	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.860324884	-	Average Spectral Counts: 8|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.860324884|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC3	-	YP_009724391	Q9Y673	-	NP_001135836|NP_037470	-	-	-	-	-	-
2652583	-	30968	4383869	119062	-	HSPC108	ORF3b	STOML2	SARS-CoV2 ORF3b|SARS-CoV-2 ORF3b	SLP-2	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.929039041	-	Average Spectral Counts: 8|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.929039041|SAINTexpress BFDR: 0	-	BIOGRID	-	-	-	Q9UJZ1	A0A087WYB4	NP_001273961|NP_001273960|NP_038470|NP_001273962	-	-	-	-	-	-
2652584	43740572	4928	4383870	110982	GU280_gp06	-	ORF6	NUP98	SARS-CoV2 ORF6|SARS-CoV-2 ORF6|NS6_WCPV	ADIR2|NUP196|NUP96	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.903566335	-	Average Spectral Counts: 8|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.903566335|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC6	-	YP_009724394	P52948	-	NP_624358|NP_057404|NP_005378|NP_624357	-	-	-	-	-	-
2652585	43740572	8480	4383870	114054	GU280_gp06	RP4-800J21.2	ORF6	RAE1	SARS-CoV2 ORF6|SARS-CoV-2 ORF6|NS6_WCPV	MIG14|MRNP41|Mnrp41|dJ481F12.3|dJ800J21.1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.963218346	-	Average Spectral Counts: 20.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.963218346|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC6	-	YP_009724394	P78406	-	NP_001015885|NP_003601	-	-	-	-	-	-
2652586	43740572	23787	4383870	117286	GU280_gp06	RP1-90K10.1	ORF6	MTCH1	SARS-CoV2 ORF6|SARS-CoV-2 ORF6|NS6_WCPV	CGI-64|PIG60|PSAP|SLC25A49	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.851173737	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.851173737|SAINTexpress BFDR: 0.05	-	BIOGRID	P0DTC6	-	YP_009724394	Q9NZJ7	A0A024RCX4|A8YXX5|A0A024RD08	NP_001258570|NP_055156	-	-	-	-	-	-
2652587	43740573	55027	4383872	120357	GU280_gp07	-	ORF7a	HEATR3	SARS-CoV2 ORF7a|SARS-CoV-2 ORF7a|NS7A_WCPV	SYO1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.789988379	-	Average Spectral Counts: 3.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.789988379|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC7	-	YP_009724395	Q7Z4Q2	-	NP_001316659|NP_001316660|NP_001316658|NP_891552	-	-	-	-	-	-
2652588	43740573	23195	4383872	116804	GU280_gp07	RP1-122O8.1	ORF7a	MDN1	SARS-CoV2 ORF7a|SARS-CoV-2 ORF7a|NS7A_WCPV	-	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.981108579	-	Average Spectral Counts: 7.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.981108579|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC7	-	YP_009724395	Q9NU22	-	NP_055426	-	-	-	-	-	-
2652589	43740577	5352	4383873	111367	GU280_gp09	-	ORF8	PLOD2	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	LH2|TLH	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.992483418	-	Average Spectral Counts: 13.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.992483418|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	O00469	-	NP_000926|NP_891988	-	-	-	-	-	-
2652590	43740577	1861	4383873	108193	GU280_gp09	-	ORF8	TOR1A	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	DQ2|DYT1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.879789245	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.879789245|SAINTexpress BFDR: 0.04	-	BIOGRID	P0DTC8	-	YP_009724396	O14656	B3KPA1	NP_000104	-	-	-	-	-	-
2652591	43740577	8614	4383873	114172	GU280_gp09	-	ORF8	STC2	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	STC-2|STCRP	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.979920785	-	Average Spectral Counts: 4.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.979920785|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	O76061	Q6FHC9	NP_003705	-	-	-	-	-	-
2652592	43740577	5327	4383873	111343	GU280_gp09	-	ORF8	PLAT	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	T-PA|TPA	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.973718932	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.973718932|SAINTexpress BFDR: 0.05	-	BIOGRID	P0DTC8	-	YP_009724396	P00750	-	NP_127509|NP_000921	-	-	-	-	-	-
2652593	43740577	3688	4383873	109894	GU280_gp09	RP11-479G22.2	ORF8	ITGB1	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.817711683	-	Average Spectral Counts: 2.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.817711683|SAINTexpress BFDR: 0.04	-	BIOGRID	P0DTC8	-	YP_009724396	P05556	-	NP_002202|NP_596867|NP_391988	-	-	-	-	-	-
2652594	43740577	284106	4383873	129759	GU280_gp09	-	ORF8	CISD3	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	Miner2	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.760326153	-	Average Spectral Counts: 4|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.760326153|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	P0C7P0	-	NP_001129970	-	-	-	-	-	-
2652595	43740577	1291	4383873	107688	GU280_gp09	-	ORF8	COL6A1	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	OPLL	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.977300006	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.977300006|SAINTexpress BFDR: 0.05	-	BIOGRID	P0DTC8	-	YP_009724396	P12109	-	NP_001839	-	-	-	-	-	-
2652596	43740577	5817	4383873	111775	GU280_gp09	-	ORF8	PVR	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	CD155|HVED|NECL5|Necl-5|PVS|TAGE4	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.991893926	-	Average Spectral Counts: 4|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.991893926|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	P15151	A8K4I1	NP_006496|NP_001129242|NP_001129240|NP_001129241	-	-	-	-	-	-
2652597	43740577	1786	4383873	108123	GU280_gp09	-	ORF8	DNMT1	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	ADCADN|AIM|CXXC9|DNMT|HSN1E|MCMT	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.795844505	-	Average Spectral Counts: 8|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.795844505|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	P26358	I6L9H2	NP_001305660|NP_001370|NP_001305659|NP_001124295	-	-	-	-	-	-
2652598	43740577	4015	4383873	110199	GU280_gp09	-	ORF8	LOX	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	-	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.985331119	-	Average Spectral Counts: 2.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.985331119|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	P28300	D0PNI2|B7ZAJ4	NP_002308|NP_001171573	-	-	-	-	-	-
2652599	43740577	5046	4383873	111083	GU280_gp09	-	ORF8	PCSK6	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	PACE4|SPC4	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.721790867	-	Average Spectral Counts: 3.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.721790867|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	P29122	A2RQD9|A0A087WZR0|Q59H04|H7BXT3|A0A087WY68	NP_001278238|NP_612193|NP_612198|NP_612197|NP_612196|NP_612195|NP_612194|NP_002561|NP_612192	-	-	-	-	-	-
2652600	43740577	83729	4383873	123742	GU280_gp09	-	ORF8	INHBE	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	-	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.993645979	-	Average Spectral Counts: 6|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.993645979|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	P58166	-	NP_113667	-	-	-	-	-	-
2652601	43740577	10577	4383873	115828	GU280_gp09	-	ORF8	NPC2	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	EDDM1|HE1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.978204196	-	Average Spectral Counts: 3.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.978204196|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	P61916	G3V3E8|A0A024R6C0	NP_006423	-	-	-	-	-	-
2652602	43740577	4240	4383873	110398	GU280_gp09	-	ORF8	MFGE8	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	BA46|EDIL1|HMFG|HsT19888|MFG-E8|MFGM|OAcGD3S|SED1|SPAG10|hP47	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.743312102	-	Average Spectral Counts: 2.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.743312102|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	Q08431	X6R3G6	NP_005919|NP_001297248|NP_001297249|NP_001297250|NP_001108086	-	-	-	-	-	-
2652603	43740577	10956	4383873	116156	GU280_gp09	-	ORF8	OS9	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	ERLEC2|OS-9	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.931530938	-	Average Spectral Counts: 3.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.931530938|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	Q13438	-	NP_006803|NP_001248350|NP_001248351|NP_001248352|NP_001017956|NP_001017957|NP_001017958|NP_001248349	-	-	-	-	-	-
2652604	43740577	4884	4383873	110944	GU280_gp09	-	ORF8	NPTX1	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	NP1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.984056824	-	Average Spectral Counts: 2.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.984056824|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	Q15818	-	NP_002513	-	-	-	-	-	-
2652605	43740577	79070	4383873	122521	GU280_gp09	RP11-484I6.4	ORF8	KDELC1	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	EP58|KDEL1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.95793072	-	Average Spectral Counts: 3|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.95793072|SAINTexpress BFDR: 0.03	-	BIOGRID	P0DTC8	-	YP_009724396	Q6UW63	-	NP_001305661|NP_076994	-	-	-	-	-	-
2652606	43740577	143888	4383873	126822	GU280_gp09	UNQ1904/PRO4350	ORF8	KDELC2	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	-	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.932470503	-	Average Spectral Counts: 4.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.932470503|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	Q7Z4H8	A0A024R3C4	NP_714916	-	-	-	-	-	-
2652607	43740577	56605	4383873	121155	GU280_gp09	RP5-985L19.2	ORF8	ERO1LB	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	-	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.991893438	-	Average Spectral Counts: 4|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.991893438|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	Q86YB8	-	NP_063944	-	-	-	-	-	-
2652608	43740577	23646	4383873	117173	GU280_gp09	-	ORF8	PLD3	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	AD19|HU-K4|HUK4	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.722502016	-	Average Spectral Counts: 3|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.722502016|SAINTexpress BFDR: 0	-	BIOGRID	P0DTC8	-	YP_009724396	Q8IV08	A0A024R0Q4	NP_001278240|NP_001026866|NP_036400	-	-	-	-	-	-
2652609	43740577	80020	4383873	123074	GU280_gp09	RP5-1119A7.4	ORF8	FOXRED2	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|NS7B_WCPV	ERFAD	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.977300463	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.977300463|SAINTexpress BFDR: 0.05	-	BIOGRID	P0DTC8	-	YP_009724396	Q8IWF2	-	NP_001095841|NP_079231	-	-	-	-	-	-
